datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2020-08-14,115801229.14871337,0.01654040954999677,1418247900.7303274,0.4451220360072993,1369586.8694890435,0.0004475024421702762,114492878.50076957,1308350.6479437985,0.014867186546325684
2020-08-17,116896885.84044306,0.010029358924417277,1483775997.406284,0.5658670219450326,1435342.2687804874,0.0005678298907086727,115199685.360816,1697200.4796270616,0.023508787155151367
2020-08-18,117362545.99178226,0.004342490864594632,1526008216.6372766,0.361277538981123,1477305.7763029698,0.00035897883182072095,116244732.43669872,1117813.555083543,-0.0005130171775817871
2020-08-19,115917889.29156443,-0.012000056392699684,1562371875.1529944,0.3098404027317534,1513605.3062286004,0.00030929398828969133,114964632.44658001,953256.8449844234,-0.014976859092712402
2020-08-20,115392612.52572626,-0.004237433107694217,1596466132.138102,0.2941242045854674,1547687.7702086684,0.00029402246873510174,114497024.15480116,895588.3709251024,-0.012979090213775635
2020-08-21,117227832.25950411,0.016815569585996767,1700699856.7477436,0.9032963404516309,1652860.5420671296,0.0009114341859190805,114559322.16279826,2668510.0967058614,0.008482217788696289
2020-08-24,117335639.37026143,0.0017783838311393966,1801338404.9928253,0.8584868141406966,1753529.512759632,0.0008587463297082397,114706953.34940675,2628686.0208546743,0.007843017578125
2020-08-25,115860072.10281514,-0.012416482038537789,1821031257.5189383,0.16783351274859257,1772200.9214847279,0.0001591281968999792,115292945.09271999,567127.0100951493,0.0012826919555664062
2020-08-26,114571692.18834554,-0.010748447873729165,1863806630.3730097,0.36919856925440353,1815264.8903107166,0.0003716894702756045,113470437.20324194,1101254.9851035923,-0.011722087860107422
2020-08-27,116161464.95111069,0.01388035353149875,1864852289.3952806,0.009126678696094919,1815787.719821852,4.5633393480465165e-06,116106391.81778899,55073.1333217026,0.00535893440246582
2020-08-28,120293915.05962518,0.03600535309145718,1898175257.8427343,0.28686766701400074,1865772.1724930324,0.000430301500521,86965857.93152106,33328057.12810412,0.02386641502380371
2020-08-31,120654917.9564301,0.0034878860346394982,1972017371.1165786,0.6138474521944313,1924340.7420766803,0.00048687890451165085,117932516.77830262,2722401.1781274863,-0.005790412425994873
