datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2020-07-01,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.020129919052124023
2020-07-02,99957780.07474245,-5.602487362921238e-18,84439850.51509626,0.8443985051509626,42219.92525754813,0.0004221992525754813,84439850.51509626,15517929.559646187,0.02073085308074951
2020-07-03,102077830.13709897,0.02149381818103248,119960876.18949254,0.3553602895926238,70644.21360717637,0.00028436294131756683,100781799.51533847,1296030.6217605062,0.019317984580993652
2020-07-06,107564911.08985199,0.054275550815366363,173140136.24590907,0.5209677751279821,123893.71758260457,0.0005216559159213094,106181642.13404354,1383268.9558084458,0.05667710304260254
2020-07-07,108042237.49697408,0.004924866090697849,225539239.41333348,0.48713937134809665,176310.09363585524,0.0004872999523930792,106676839.14556637,1365398.3514077067,0.006004214286804199
2020-07-08,111363710.0959139,0.031238249027128306,279075202.615521,0.49550957516672045,229887.81507464996,0.0004958960743505082,109968372.99273066,1395337.1031832397,0.016148924827575684
2020-07-09,113401962.5529182,0.018667271983794295,306144674.93588734,0.24307265173773643,270492.02355519944,0.00036460897760660465,84977757.33784917,28424205.21506902,0.01398622989654541
2020-07-10,110846271.2664488,-0.02241751651738044,333146510.607884,0.23810730488369145,283992.94139119773,0.00011905365244184541,109437402.64121243,1408868.6252363622,-0.01810455322265625
2020-07-13,115360093.30924022,0.040877320751520875,344664205.1927459,0.10390691949552422,301269.48326849064,0.00015586037924328642,102450806.64101921,12909286.668221014,0.021003007888793945
2020-07-14,116446468.31047642,0.009987353381781057,415786307.6070996,0.6165225805053753,367036.50006690883,0.0005701019729770825,114313119.89092472,2133348.419551708,-0.00953441858291626
2020-07-15,117541066.18310933,0.009404354399887826,416798275.5553425,0.008690413397036089,367542.4840410303,4.345206698518057e-06,116420191.69577463,1120874.4873346933,-0.012944400310516357
2020-07-16,112327077.98373267,-0.04433882287659156,419662053.6211343,0.02436406405681652,369898.16919907735,2.0041379872948446e-05,112224744.99704541,102332.98668726417,-0.04810231924057007
2020-07-17,116609913.31787385,0.03816419356301127,423695448.46721727,0.035907591637584536,373935.1815965329,3.59397971523853e-05,116504382.24083892,105531.0770349307,0.006299376487731934
2020-07-20,120001205.16398148,0.029116216554378887,427642453.33898693,0.03384793590413101,377882.8240394665,3.385340345955426e-05,119898346.58706163,102858.5769198495,0.02983701229095459
2020-07-21,120858065.74484712,0.00714083489571322,427738878.3329149,0.0008035335461522324,377931.0365364305,4.0176677307605024e-07,120851680.37435217,6385.370494945237,0.002294778823852539
2020-07-22,120987922.77270374,0.0016614746898498648,475035937.9613524,0.3913438407022832,448876.62597908673,0.0005870157610534246,73755423.36321397,47232499.40948977,0.004990339279174805
2020-07-23,120804419.1159943,-0.0013296747171045794,520097525.4005142,0.3724469881495328,471505.7007026538,0.00018703581485632743,118459574.21241763,2344844.903576672,-0.00042635202407836914
2020-07-24,117402078.99703182,-0.027790245854370666,565793025.305103,0.37826016828666453,516661.3121372181,0.0003737910563619916,116182166.64493856,1219912.3520932682,-0.04389452934265137
2020-07-27,118926829.67610833,0.013395350597554513,613647339.1222937,0.4076104463056453,564552.6421077426,0.0004079257401543573,117680776.34731814,1246053.328790184,0.0050737857818603516
2020-07-28,119940704.35463935,0.008924077380490537,661066598.0823562,0.3987263352534213,611990.1942227308,0.00039888015382384424,118705502.268113,1235202.0865263455,0.008790969848632812
2020-07-29,121111098.84816071,0.010161706026422343,709438164.7639476,0.40329566965495617,660397.8789552476,0.0004035968022114115,119852068.34451623,1259030.5036444888,0.02424335479736328
2020-07-30,119859285.61596745,-0.009950251697183795,756161627.8894657,0.38579010156696025,707125.1942868035,0.0003858219087759977,118639278.015579,1220007.600388445,-0.004885613918304443
2020-07-31,120516185.76937596,0.00586670390557058,802424170.434731,0.3859737884096174,753403.9799203869,0.00038610930639001117,119309970.7779848,1206214.9913911708,0.008354544639587402
